TrackID_A,TrackID_B,Label
TRHCGWR128F9324534,TRTRSMY128F1466FFA,1
TRHCGWR128F9324534,TRBLXAV128F92C2AD9,1
TRHCGWR128F9324534,TRMMCZF128F9339016,1
TRHCGWR128F9324534,TRIOFRQ128F427E0F1,1
TRHCGWR128F9324534,TRHAZEF12903CCB953,1
TRHCGWR128F9324534,TROBDGE128F147128E,1
TRHCGWR128F9324534,TRIZUPE128F4291EBD,1
TRHCGWR128F9324534,TRIMFJB128F4255E0E,1
TRTRSMY128F1466FFA,TRBLXAV128F92C2AD9,1
TRTRSMY128F1466FFA,TRMMCZF128F9339016,1
TRTRSMY128F1466FFA,TRIOFRQ128F427E0F1,1
TRTRSMY128F1466FFA,TRHAZEF12903CCB953,1
TRTRSMY128F1466FFA,TROBDGE128F147128E,1
TRTRSMY128F1466FFA,TRIZUPE128F4291EBD,1
TRTRSMY128F1466FFA,TRIMFJB128F4255E0E,1
TRBLXAV128F92C2AD9,TRMMCZF128F9339016,1
TRBLXAV128F92C2AD9,TRIOFRQ128F427E0F1,1
TRBLXAV128F92C2AD9,TRHAZEF12903CCB953,1
TRBLXAV128F92C2AD9,TROBDGE128F147128E,1
TRBLXAV128F92C2AD9,TRIZUPE128F4291EBD,1
TRBLXAV128F92C2AD9,TRIMFJB128F4255E0E,1
TRMMCZF128F9339016,TRIOFRQ128F427E0F1,1
TRMMCZF128F9339016,TRHAZEF12903CCB953,1
TRMMCZF128F9339016,TROBDGE128F147128E,1
TRMMCZF128F9339016,TRIZUPE128F4291EBD,1
TRMMCZF128F9339016,TRIMFJB128F4255E0E,1
TRIOFRQ128F427E0F1,TRHAZEF12903CCB953,1
TRIOFRQ128F427E0F1,TROBDGE128F147128E,1
TRIOFRQ128F427E0F1,TRIZUPE128F4291EBD,1
TRIOFRQ128F427E0F1,TRIMFJB128F4255E0E,1
TRHAZEF12903CCB953,TROBDGE128F147128E,1
TRHAZEF12903CCB953,TRIZUPE128F4291EBD,1
TRHAZEF12903CCB953,TRIMFJB128F4255E0E,1
TROBDGE128F147128E,TRIZUPE128F4291EBD,1
TROBDGE128F147128E,TRIMFJB128F4255E0E,1
TRIZUPE128F4291EBD,TRIMFJB128F4255E0E,1
TRVBLHI128F42659A3,TRISQGE128F4221795,1
TREUREL128F4267DCF,TRWWFLK128F423772C,1
TRVQYOZ128F14A2D28,TRMJAKZ12903CEA204,1
TRVQYOZ128F14A2D28,TRFPAPF128F42AC265,1
TRVQYOZ128F14A2D28,TRDXQBF128F92D95F8,1
TRVQYOZ128F14A2D28,TRCVTFI128F4288FAB,1
TRVQYOZ128F14A2D28,TRISAWT12903CAEB12,1
TRMJAKZ12903CEA204,TRFPAPF128F42AC265,1
TRMJAKZ12903CEA204,TRDXQBF128F92D95F8,1
TRMJAKZ12903CEA204,TRCVTFI128F4288FAB,1
TRMJAKZ12903CEA204,TRISAWT12903CAEB12,1
TRFPAPF128F42AC265,TRDXQBF128F92D95F8,1
TRFPAPF128F42AC265,TRCVTFI128F4288FAB,1
TRFPAPF128F42AC265,TRISAWT12903CAEB12,1
TRDXQBF128F92D95F8,TRCVTFI128F4288FAB,1
TRDXQBF128F92D95F8,TRISAWT12903CAEB12,1
TRCVTFI128F4288FAB,TRISAWT12903CAEB12,1
TRZWAPO128F4297C3F,TRNTTJQ12903CBA6D6,1
TRZWAPO128F4297C3F,TRNYDBY128F4278356,1
TRNTTJQ12903CBA6D6,TRNYDBY128F4278356,1
TRPLRHD128F92CE226,TRIFDSD128F1474E83,1
TRPLRHD128F92CE226,TROSGHV128F4257D4D,1
TRIFDSD128F1474E83,TROSGHV128F4257D4D,1
TREKLYZ128F92F6074,TRCZIQW12903CD923F,1
TREKLYZ128F92F6074,TRJCBGS128F14689B3,1
TREKLYZ128F92F6074,TRVICVE128F933BA79,1
TRCZIQW12903CD923F,TRJCBGS128F14689B3,1
TRCZIQW12903CD923F,TRVICVE128F933BA79,1
TRJCBGS128F14689B3,TRVICVE128F933BA79,1
TRKMIRZ128F92FC65F,TRELUYR128F4286D92,1
TRKMIRZ128F92FC65F,TRMPUOZ128F422ADAD,1
TRKMIRZ128F92FC65F,TRMNQGE128F9303A3C,1
TRKMIRZ128F92FC65F,TRYQJKZ128E0784A04,1
TRELUYR128F4286D92,TRMPUOZ128F422ADAD,1
TRELUYR128F4286D92,TRMNQGE128F9303A3C,1
TRELUYR128F4286D92,TRYQJKZ128E0784A04,1
TRMPUOZ128F422ADAD,TRMNQGE128F9303A3C,1
TRMPUOZ128F422ADAD,TRYQJKZ128E0784A04,1
TRMNQGE128F9303A3C,TRYQJKZ128E0784A04,1
TRCZFUA12903CF80C9,TRRDHGP128F426557F,1
TRCZFUA12903CF80C9,TRQYALS128F4271349,1
TRCZFUA12903CF80C9,TRCWLPW128F426987C,1
TRCZFUA12903CF80C9,TRWLMUM128F427BEFD,1
TRRDHGP128F426557F,TRQYALS128F4271349,1
TRRDHGP128F426557F,TRCWLPW128F426987C,1
TRRDHGP128F426557F,TRWLMUM128F427BEFD,1
TRQYALS128F4271349,TRCWLPW128F426987C,1
TRQYALS128F4271349,TRWLMUM128F427BEFD,1
TRCWLPW128F426987C,TRWLMUM128F427BEFD,1
TREBLJK128F4237A72,TRKHAXP128F4259347,1
TRCMEIY128F9336E8E,TRCMHSS128F4274D5F,1
TRTFXAO128F14A27A9,TRBXLOI128EF344591,1
TRTFXAO128F14A27A9,TRQWNRO128F428B551,1
TRBXLOI128EF344591,TRQWNRO128F428B551,1
TROEYJW128F428AB68,TRYOABR128F1495B40,1
TROEYJW128F428AB68,TRQOOFO128F93245C8,1
TRYOABR128F1495B40,TRQOOFO128F93245C8,1
TRJQNUY128EF367651,TREQCUX128F1459CE5,1
TRJQNUY128EF367651,TRBPNPN128F92EC5F5,1
TRJQNUY128EF367651,TRECJKD128F42774E0,1
TRJQNUY128EF367651,TRWWNHH128F425628A,1
TRJQNUY128EF367651,TRHMXVQ128F92F37E1,1
TRJQNUY128EF367651,TRBULYV128F9320619,1
TREQCUX128F1459CE5,TRBPNPN128F92EC5F5,1
TREQCUX128F1459CE5,TRECJKD128F42774E0,1
TREQCUX128F1459CE5,TRWWNHH128F425628A,1
TREQCUX128F1459CE5,TRHMXVQ128F92F37E1,1
TREQCUX128F1459CE5,TRBULYV128F9320619,1
TRBPNPN128F92EC5F5,TRECJKD128F42774E0,1
TRBPNPN128F92EC5F5,TRWWNHH128F425628A,1
TRBPNPN128F92EC5F5,TRHMXVQ128F92F37E1,1
TRBPNPN128F92EC5F5,TRBULYV128F9320619,1
TRECJKD128F42774E0,TRWWNHH128F425628A,1
TRECJKD128F42774E0,TRHMXVQ128F92F37E1,1
TRECJKD128F42774E0,TRBULYV128F9320619,1
TRWWNHH128F425628A,TRHMXVQ128F92F37E1,1
TRWWNHH128F425628A,TRBULYV128F9320619,1
TRHMXVQ128F92F37E1,TRBULYV128F9320619,1
TRZPZCV128F1453CAC,TROXIGA128F146D765,1
TRKSSHJ128F1457F52,TRFDTEJ128F428870F,1
TRASQOB128F4278EEE,TREREBE128E078EB58,1
TRASQOB128F4278EEE,TRVVLWJ128EF343393,1
TRASQOB128F4278EEE,TRPQGHL128F933A453,1
TREREBE128E078EB58,TRVVLWJ128EF343393,1
TREREBE128E078EB58,TRPQGHL128F933A453,1
TRVVLWJ128EF343393,TRPQGHL128F933A453,1
TRCKVSV128F92F34F7,TRRHWLN128F14A3095,1
TRCKVSV128F92F34F7,TRPKYYS128F146412E,1
TRCKVSV128F92F34F7,TROUHQL128F421EB83,1
TRCKVSV128F92F34F7,TRFFEJK128F42771A7,1
TRCKVSV128F92F34F7,TRIASBZ128F428D594,1
TRCKVSV128F92F34F7,TRFFGHD128F92FE8A7,1
TRCKVSV128F92F34F7,TRTZISD128F14883B6,1
TRCKVSV128F92F34F7,TRGOPZB128F42634D8,1
TRRHWLN128F14A3095,TRPKYYS128F146412E,1
TRRHWLN128F14A3095,TROUHQL128F421EB83,1
TRRHWLN128F14A3095,TRFFEJK128F42771A7,1
TRRHWLN128F14A3095,TRIASBZ128F428D594,1
TRRHWLN128F14A3095,TRFFGHD128F92FE8A7,1
TRRHWLN128F14A3095,TRTZISD128F14883B6,1
TRRHWLN128F14A3095,TRGOPZB128F42634D8,1
TRPKYYS128F146412E,TROUHQL128F421EB83,1
TRPKYYS128F146412E,TRFFEJK128F42771A7,1
TRPKYYS128F146412E,TRIASBZ128F428D594,1
TRPKYYS128F146412E,TRFFGHD128F92FE8A7,1
TRPKYYS128F146412E,TRTZISD128F14883B6,1
TRPKYYS128F146412E,TRGOPZB128F42634D8,1
TROUHQL128F421EB83,TRFFEJK128F42771A7,1
TROUHQL128F421EB83,TRIASBZ128F428D594,1
TROUHQL128F421EB83,TRFFGHD128F92FE8A7,1
TROUHQL128F421EB83,TRTZISD128F14883B6,1
TROUHQL128F421EB83,TRGOPZB128F42634D8,1
TRFFEJK128F42771A7,TRIASBZ128F428D594,1
TRFFEJK128F42771A7,TRFFGHD128F92FE8A7,1
TRFFEJK128F42771A7,TRTZISD128F14883B6,1
TRFFEJK128F42771A7,TRGOPZB128F42634D8,1
TRIASBZ128F428D594,TRFFGHD128F92FE8A7,1
TRIASBZ128F428D594,TRTZISD128F14883B6,1
TRIASBZ128F428D594,TRGOPZB128F42634D8,1
TRFFGHD128F92FE8A7,TRTZISD128F14883B6,1
TRFFGHD128F92FE8A7,TRGOPZB128F42634D8,1
TRTZISD128F14883B6,TRGOPZB128F42634D8,1
TRCYCRI128F1471298,TRRMLVH128F427889A,1
TRIHLWK128F426B8F1,TRBYIZN128E0794E79,1
TRRCQCO128F42B2051,TRBWYDX12903CD6A0D,1
TRGZFLG128F426A555,TRGMCJU128F92ECA10,1
TRWPPHZ128F146F5C1,TRFIPAQ128F931F7B5,1
TRNUJFN128F42785C9,TRPHZVM128F930C859,1
TRNUJFN128F42785C9,TRIVGUV12903CC44F6,1
TRPHZVM128F930C859,TRIVGUV12903CC44F6,1
TROPBOX128F4267FA8,TRPMHHP128F933DB50,1
TROPBOX128F4267FA8,TRZYBVJ128E0782DB1,1
TRPMHHP128F933DB50,TRZYBVJ128E0782DB1,1
TRLQVYP128F933093A,TRKUMCE128F4292AA4,1
TRGJAGS128F92E22D9,TRYPFBH128F146EF5E,1
TRGJAGS128F92E22D9,TRFSGBU128F428E155,1
TRGJAGS128F92E22D9,TRUWLEA128F428C878,1
TRYPFBH128F146EF5E,TRFSGBU128F428E155,1
TRYPFBH128F146EF5E,TRUWLEA128F428C878,1
TRFSGBU128F428E155,TRUWLEA128F428C878,1
TRIHLRK128F9358782,TRAKTZP128F427DB55,1
TRPWZSO128F9310B67,TRQZQCQ12903C9AA47,1
TRLUNCP128F42BA510,TRTHGZF128F42381B7,1
TRLUNCP128F42BA510,TRPEMON128F933F6E2,1
TRTHGZF128F42381B7,TRPEMON128F933F6E2,1
TRTAJDB128F14640CF,TRKSKCH128F92F3858,1
TRDIHMD128F9324A40,TRVCJSF128F1486EE4,1
TRWMTGE128F932E125,TRYHNQC12903CAC00B,1
TRKHUOZ12903CBA4CC,TRPWXSD128F426E950,1
TRBFMIU12903CB8536,TRAWTGT128F146ECF1,1
TRHLTRO128F92EA51A,TRWRNUH128F92D1663,1
TRHLTRO128F92EA51A,TRRDPUY128F1463693,1
TRHLTRO128F92EA51A,TRENGNK128F426199E,1
TRWRNUH128F92D1663,TRRDPUY128F1463693,1
TRWRNUH128F92D1663,TRENGNK128F426199E,1
TRRDPUY128F1463693,TRENGNK128F426199E,1
TRSVLHR12903CBCBDF,TRKCPSP128E0793234,1
TRSVLHR12903CBCBDF,TRWMIAI128F92EB21D,1
TRKCPSP128E0793234,TRWMIAI128F92EB21D,1
TRFHCJO128F429B621,TRKIMOT128F4233375,1
TRDYAHD128E0798912,TRPYCFE128F934B878,1
TRWPFIX128F42733F6,TRGGSWV128F1458AB2,1
TRGXVLB12903CACED0,TRFJZCW128F423408E,1
TRGXVLB12903CACED0,TRGGVZU128EF35E2D1,1
TRGXVLB12903CACED0,TRIAYQI128F92D16D6,1
TRGXVLB12903CACED0,TRBWXTR128F424B838,1
TRGXVLB12903CACED0,TRSOAAB128F1498895,1
TRGXVLB12903CACED0,TRZZBAC128F422B9A3,1
TRGXVLB12903CACED0,TRWWGAS128F42B7471,1
TRGXVLB12903CACED0,TRPYZOD128F427C1AE,1
TRFJZCW128F423408E,TRGGVZU128EF35E2D1,1
TRFJZCW128F423408E,TRIAYQI128F92D16D6,1
TRFJZCW128F423408E,TRBWXTR128F424B838,1
TRFJZCW128F423408E,TRSOAAB128F1498895,1
TRFJZCW128F423408E,TRZZBAC128F422B9A3,1
TRFJZCW128F423408E,TRWWGAS128F42B7471,1
TRFJZCW128F423408E,TRPYZOD128F427C1AE,1
TRGGVZU128EF35E2D1,TRIAYQI128F92D16D6,1
TRGGVZU128EF35E2D1,TRBWXTR128F424B838,1
TRGGVZU128EF35E2D1,TRSOAAB128F1498895,1
TRGGVZU128EF35E2D1,TRZZBAC128F422B9A3,1
TRGGVZU128EF35E2D1,TRWWGAS128F42B7471,1
TRGGVZU128EF35E2D1,TRPYZOD128F427C1AE,1
TRIAYQI128F92D16D6,TRBWXTR128F424B838,1
TRIAYQI128F92D16D6,TRSOAAB128F1498895,1
TRIAYQI128F92D16D6,TRZZBAC128F422B9A3,1
TRIAYQI128F92D16D6,TRWWGAS128F42B7471,1
TRIAYQI128F92D16D6,TRPYZOD128F427C1AE,1
TRBWXTR128F424B838,TRSOAAB128F1498895,1
TRBWXTR128F424B838,TRZZBAC128F422B9A3,1
TRBWXTR128F424B838,TRWWGAS128F42B7471,1
TRBWXTR128F424B838,TRPYZOD128F427C1AE,1
TRSOAAB128F1498895,TRZZBAC128F422B9A3,1
TRSOAAB128F1498895,TRWWGAS128F42B7471,1
TRSOAAB128F1498895,TRPYZOD128F427C1AE,1
TRZZBAC128F422B9A3,TRWWGAS128F42B7471,1
TRZZBAC128F422B9A3,TRPYZOD128F427C1AE,1
TRWWGAS128F42B7471,TRPYZOD128F427C1AE,1
TRDWFDN128F426B027,TRCPIOF12903CAB4AF,1
TRURAKJ128F4276554,TRVPPCL128F4292159,1
TRKWHBP12903D01ACC,TRHFWNG128F424CD08,1
TRKWHBP12903D01ACC,TRETGSV12903CB02E6,1
TRKWHBP12903D01ACC,TRVWFCJ128F92F888D,1
TRHFWNG128F424CD08,TRETGSV12903CB02E6,1
TRHFWNG128F424CD08,TRVWFCJ128F92F888D,1
TRETGSV12903CB02E6,TRVWFCJ128F92F888D,1
TRKIXHW12903D16872,TRGQEBB128F930F947,1
TRKIXHW12903D16872,TRZATGD128F9310B7E,1
TRGQEBB128F930F947,TRZATGD128F9310B7E,1
TRUCEPX128F9310FF0,TRZSMPB128F4291BDB,1
TRUWGXJ128F9339221,TRMCHCY128F93364B6,1
TRFDMMV12903CAAF02,TRLIPNX128F4261F2A,1
TRFDMMV12903CAAF02,TRACDCZ128F4285AE0,1
TRFDMMV12903CAAF02,TRKQIDR128F92EB21A,1
TRFDMMV12903CAAF02,TRIXCIF128F425CBDB,1
TRFDMMV12903CAAF02,TRSSQBK128F92D4D6A,1
TRFDMMV12903CAAF02,TRHBVXP128F4279A66,1
TRFDMMV12903CAAF02,TRIQRUU128F931F86F,1
TRFDMMV12903CAAF02,TRPOIAE128F425C3D3,1
TRFDMMV12903CAAF02,TRPNDRN128F92E9D87,1
TRFDMMV12903CAAF02,TRRUNLW128F428E56D,1
TRFDMMV12903CAAF02,TREJLTZ128F1498899,1
TRFDMMV12903CAAF02,TRFCBVS128F42922E8,1
TRFDMMV12903CAAF02,TRCDIVY128F424BD13,1
